calcn_r_Right_GRF_Fx,calcn_r_Right_GRF_Fy,calcn_r_Right_GRF_Fz,calcn_r_Right_GRF_px,calcn_r_Right_GRF_py,calcn_r_Right_GRF_pz,calcn_r_Right_GRF_Tx,calcn_r_Right_GRF_Ty,calcn_r_Right_GRF_Tz,calcn_l_Left_GRF_Fx,calcn_l_Left_GRF_Fy,calcn_l_Left_GRF_Fz,calcn_l_Left_GRF_px,calcn_l_Left_GRF_py,calcn_l_Left_GRF_pz,calcn_l_Left_GRF_Tx,calcn_l_Left_GRF_Ty,calcn_l_Left_GRF_Tz
-1.7909981075,3.274124725,0.1209416575,-0.05849521,-0.0600274675,-0.004434525,0,-0.0867548775,0,0,0,0,0.2613356975,-0.0422349125,-0.0345860525,0,0,0
10.3497957259739,72.3852133158467,-3.67201132250268,-0.0519212608377358,-0.0589883303945957,0.000899938976729059,0,-0.963356222630569,0,0,0,0,0.265970409524142,-0.0423211266508753,-0.035771044665271,0,0,0
22.3493145534047,169.329794391956,-9.10510589434116,-0.0410704589390702,-0.058136493512069,0.00762409296837689,0,-1.36236631411916,0,0,0,0,0.270470924002284,-0.0421736167701524,-0.0368213078747881,0,0,0
34.1987218320436,295.847438559606,-16.2808496269398,-0.0256755047751646,-0.0574836628824821,0.0158247935706651,0,-1.25393558015138,0,0,0,0,0.274828853671206,-0.0417777752729292,-0.0377284216260591,0,0,0
35.7144985179772,465.73966540247,-24.1531712282842,-0.0103883190264875,-0.0563629375659491,0.0122929222483974,0,-0.442646300938564,0,0,0,0,0.278512715898109,-0.0413370104170414,-0.0384321484211762,0,0,0
27.0854840865905,634.643019858422,-31.2047220572588,0.00544942671417835,-0.0549870399829179,0.00939207424704839,0,0.789426751560302,0,0,0,0,0.281763891415704,-0.0410162869781452,-0.0390999505856235,0,0,0
6.67023681336337,800.733181220172,-37.2452273285798,0.0219518855430723,-0.0533224818238343,0.00768842611375974,0,2.50008273417509,0,0,0,0,0.284521120656738,-0.0408412978063965,-0.0397322702083788,0,0,0
-26.9688093634784,916.860847093944,-42.1596074389543,0.0382585851997401,-0.0513684000647239,0.00664813967479226,0,2.20319391086152,0,0,0,0,0.286354232941823,-0.0410993462135054,-0.0403278484282818,0,0,0
-63.1535248412667,1012.86177943344,-46.5587473029895,0.0532477615292041,-0.0493587950163257,0.00567888902437057,0,1.21610188288135,0,0,0,0,0.287698539618125,-0.0415922950437494,-0.0409353867856459,0,0,0
-101.635244601614,1085.92240136073,-50.3572347011627,0.0664660086826603,-0.0472991867263195,0.00474796198105458,0,-0.531920953429751,0,0,0,0,0.288460379528798,-0.0423661222115137,-0.0415623738042099,0,0,0
-135.051722300105,1159.61063805192,-53.7307684811516,0.0776261554029701,-0.0454065773403492,0.00415927844855929,0,-1.20509139124805,0,0,0,0,0.28833453843774,-0.0434746005655892,-0.042272079525071,0,0,0
-160.356334804173,1240.51263087009,-57.9621168813858,0.0874187553170498,-0.0436490841781084,0.00379716581367778,0,-2.16925201441594,0,0,0,0,0.287751688399402,-0.0447150839579414,-0.0430061283819311,0,0,0
-173.960419290483,1332.41614999319,-63.5785578957794,0.0954240670977571,-0.0420737700729948,0.00373097112693586,0,-3.74645139983098,0,0,0,0,0.286602313589319,-0.0461071673071675,-0.0437649022606212,0,0,0
-169.064576621024,1431.77629468736,-68.18042225206,0.100692119406409,-0.0408676776505273,0.00371446210309201,0,-4.0841037050383,0,0,0,0,0.284666400290321,-0.0476359844910746,-0.0445933835537244,0,0,0
-156.833570155183,1527.64586830354,-71.3695775147036,0.105426804079637,-0.0398316430957383,0.00370626669901829,0,-4.03321459578394,0,0,0,0,0.282315407276056,-0.0492215239473951,-0.0454341431190797,0,0,0
-136.231535634798,1615.60705727916,-72.331389601947,0.109888815400202,-0.0390040871666432,0.00370062697047287,0,-3.60157970799026,0,0,0,0,0.279427879021315,-0.0508733226584137,-0.0462795635992542,0,0,0
-112.111175193283,1677.30209057392,-72.1380754195231,0.115107685342634,-0.0382969046713817,0.00357627707045719,0,-3.48099434260468,0,0,0,0,0.275868431729028,-0.0525777837205356,-0.0470839850685109,0,0,0
-87.8007650297831,1721.02659400019,-71.2684512045518,0.120535015709209,-0.0376301919121261,0.00336309927446923,0,-3.46352904082544,0,0,0,0,0.271941564015759,-0.0542914682395603,-0.047850890218921,0,0,0
-64.3667984324427,1738.19083274733,-69.4587522619181,0.12610896053081,-0.0370014281394428,0.00301466214532403,0,-3.54121480824623,0,0,0,0,0.267519827005899,-0.0560047916692411,-0.04855740534803,0,0,0
-43.7221112133822,1721.78868285396,-68.1995030229576,0.132103118636767,-0.0363034416608846,0.00257835621751393,0,-3.70896978132255,0,0,0,0,0.214823162267094,-0.117824843444352,-0.0402663251159959,0,0,0
-24.0736649608351,1688.02078395953,-67.3460630210249,0.138246736531033,-0.0355396299225919,0.00212423696585741,0,-3.97069480233245,0,0,0,0,0.166234452369636,-0.1708372919404,-0.0322846483079982,0,0,0
-5.29093959191011,1631.46783930732,-67.1446425713836,0.144519335992741,-0.0346598007768202,0.00167405775400829,0,-4.40251582333502,0,0,0,0,0.151767845152026,-0.172871097917891,-0.0296133603398948,0,0,0
15.9272127662724,1558.18084745711,-66.6614556846748,0.149925310314959,-0.0337744215851651,0.00119562934973156,0,-4.78102024718172,0,0,0,0,0.136031698520906,-0.173924166981515,-0.0266625221645594,0,0,0
38.5945116944666,1476.3103325605,-65.5959218461814,0.154733020511936,-0.0329269550167669,0.000720922302901904,0,-5.09493652396974,0,0,0,0,0.119704822593823,-0.174192755274344,-0.0235911045400339,0,0,0
63.3776868237719,1383.56462390994,-63.179755034022,0.158567552647922,-0.0321845735233321,0.000276420404696055,0,-5.27489631965146,0,0,0,0,0.102714134470609,-0.17307351365108,-0.0203988450492469,0,0,0
86.5933105424994,1281.81517980625,-59.8119086275001,0.16192386,-0.031569585,-9.24862499999638e-05,0,-5.26726440624998,0,0,0,0,0.0854814225000004,-0.17037546,-0.01717240875,0,0,0
107.789179758601,1175.06940209225,-55.8708816756036,0.165101432347459,-0.0310365048149389,-0.000373324961091952,0,-5.13447491301491,0,0,0,0,0.0682558545873395,-0.166675928078885,-0.0139595200551872,0,0,0
124.240858547352,1061.71379079098,-51.0903427880407,0.168198681500078,-0.0306319955787341,-0.000454546260262768,0,-4.79815910133834,0,0,0,0,0.0512946354939728,-0.16142558325164,-0.0108231444402874,0,0,0
134.665008319072,945.08254532302,-45.9970002128856,0.17101043186418,-0.0304964438069721,-0.000175334150719199,0,-4.45808221064137,0,0,0,0,0.0350743188443174,-0.154884114654761,-0.00786811583252915,0,0,0
140.946090775674,827.526206722871,-40.6823565747178,0.173579700657894,-0.0305932384818216,0.00037217063061035,0,-4.12224795270616,0,0,0,0,0.0194744057291786,-0.14758537490051,-0.00506395628531827,0,0,0
140.234130934355,711.096289593996,-34.9814289920724,0.175645983234943,-0.031178414143873,0.00141415847482251,0,-3.80741071162753,0,0,0,0,0.00514687591262192,-0.139272265640411,-0.00256757666986411,0,0,0
133.376771172962,600.063918298248,-29.1030050406738,0.177748318076753,-0.0320909234136283,0.00288165449698661,0,-3.46717606015273,0,0,-0,-0,-0.00774194391637283,-0.130513535462107,-0.000421687222658553,0,-0,0
122.545409393718,493.670036060362,-23.1237088151819,0.180132096334787,-0.0330784686590265,0.00465280171160305,0,-3.08871029209912,0,0,0,0,-0.0195878978039478,-0.121574777503883,0.00146765939452106,0,0,0
105.854660451726,397.588932136427,-17.0377631366225,0.183711833245983,-0.0337632401582733,0.00695786131821152,0,-2.58789451588396,0,0,0,0,-0.0295558249775293,-0.11269776247577,0.00288830577197972,0,0,0
87.5033171918454,311.314619627496,-11.3395541744959,0.187659829100477,-0.0343285350813367,0.0101753697831205,0,-2.10774071231345,0,0,0,0,-0.0379772435297095,-0.104315806096745,0.0039228152172969,0,0,0
68.6927292830261,232.081795168074,-6.12935056945947,0.192380068263683,-0.034512553385606,0.0125021522253629,0,-1.67040141827939,0,0,0,0,-0.045299287325508,-0.096370993458987,0.00467899826612198,0,0,0
51.9600407195192,164.82226557342,-2.56631410519482,0.200393751358806,-0.0328959524370635,0.0072859996153652,0,-1.41496997346581,0,0,0,0,-0.0507950603363005,-0.0894880207777669,0.00495773781480381,0,0,0
37.9041449753203,107.314029740469,0.104575401884354,0.207447768926896,-0.0318000296645008,0.00305857180054607,0,-1.29079160568108,0,0,0,0,-0.0551315349647892,-0.0835743762373673,0.00492811524691138,0,0,0
25.5159616947494,57.8399867904856,2.03830588887519,0.213709295585259,-0.0311525533303064,-2.23805840900325e-05,0,-1.20459030323325,0,0,0,0,-0.0586354666873149,-0.0783988584961621,0.00467861381318443,0,0,0
14.1291198456251,26.2155970924448,2.32367182104368,0.218201025710551,-0.0315992149815307,0.00111246111727334,0,-0.849959454723334,0,0,0,0,-0.0609062690786781,-0.0745589703661903,0.00411249072936984,0,0,0
5.7860382387338,8.25450428201877,1.46165340911071,0.222858014704157,-0.0318980955295142,0.00228742788634456,0,-0.426153994361944,0,0,0,0,-0.0625709104122339,-0.0714914675457217,0.00339719557246196,0,0,0
-4.70000215217482e-08,-8.22500376630594e-08,-1.64500075326119e-08,0.227640830991742,-0.0320786635875153,0.0034918221776613,0,7.05000322826223e-09,0,0,0,0,-0.0637831148075398,-0.0690047155955099,0.00257574331540627,0,0,0
-1.40000020496799e-08,-2.45000035869398e-08,-4.90000071738796e-09,0.23260773867982,-0.0320366826041388,0.00472967904145779,0,2.10000030745198e-09,0,0,0,0,-0.0644109944974231,-0.0673049708232333,0.00166233762737485,0,0,0
0,0,0,0.237657103334873,-0.0318668116654415,0.00597174095537351,0,0,0,0,0,0,-0.0648470394187016,-0.0658282401601774,0.000761116108123845,0,0,0
0,0,0,0.242770844611917,-0.0315928138740982,0.00721707727506251,0,0,0,0,0,0,-0.0651349061390759,-0.0645126579537337,-0.000123079373163889,0,0,0
0,0,0,0.247940679439868,-0.0311654852779359,0.00846514080776412,0,0,0,0,0,0,-0.065316962265654,-0.063147822482898,-0.000882524913150983,0,0,0
0,0,0,0.253088715489857,-0.0306937596630685,0.0097166728483216,0,-0,0,0,0,0,-0.0655092387413361,-0.0615951569037108,-0.00151148309484764,0,0,0
0,0,0,0.258213189778817,-0.0301857138210677,0.0109725083785787,0,0,0,0,-4.5000763253806e-10,-1.50002440676224e-10,-0.0657127203494918,-0.0598716401618713,-0.00202355982212088,0,-1.00001627117483e-10,0
0,0,0,0.263164989201233,-0.0296993418484672,0.0122735613121659,0,0,0,0,-1.52999974522017e-08,-5.09999908474623e-09,-0.0660022227030138,-0.0576896904270619,-0.00227509396224006,0,-3.39999938983082e-09,0
0,0,0,0.267941843176738,-0.029279198325618,0.0136021194894006,0,0,0,0.628008745708691,7.69894368224681,1.92154840557749,-0.0662962368571174,-0.0553191934132014,-0.00238920870961152,0,0.386294982578718,0
0,0,0,0.272554042500001,-0.0289213875,0.0149565650000004,0,0,0,1.84708361750427,22.6439591850192,5.65161400250061,-0.0665944974999985,-0.0527712399999997,-0.00237398749999896,0,1.13616210749983,0
0,0,0,0.276650115166826,-0.0287982726999552,0.0163871349317684,0,-0,0,15.1039721731182,90.8000035369756,9.38860884131193,-0.0607989265174145,-0.0515515664136607,0.00136297093016163,0,0.632036331145512,0
0,0,0,0.280400624044507,-0.0288691660222626,0.0178417199332407,0,0,0,29.5328966164217,183.333860503795,13.6952734734287,-0.0502648655126311,-0.0510323187841848,0.0042207205168972,0,0.253820456822076,0
0,0,0,0.283783971634028,-0.0291461928358249,0.0193218208913221,0,0,0,45.2071075456699,301.769130032687,18.6072119585391,-0.0346961617742829,-0.0512572733012657,0.00614431153458783,0,0.00938374834234668,0
0,0,0,0.286304697647283,-0.0299716211989257,0.0208232629814322,0,0,0,46.5184809576332,451.366876907325,24.0993267568083,-0.0186229691988635,-0.0506867203511267,0.00323409044544511,0,-0.19379889660238,0
0,0,0,0.288361127967268,-0.0310909169785586,0.0223385089339646,0,0,0,35.2936821887491,598.778801928313,28.9368677217143,-0.000493978915061693,-0.0503121184680359,0.00128321066059209,0,-0.771853113249758,0
0,0,0,0.289892752072606,-0.0325422884162974,0.0238695191895374,0,0,0,9.56409192774057,742.399151358443,32.9671626563613,0.0200830478907336,-0.0502024890931991,0.000664808757802151,0,-1.80130041252538,0
0,0,0,0.290515018674807,-0.0344947959292374,0.0253557015123315,0,0,0,-32.125685278279,855.385035742142,35.6017691390117,0.0405736136762382,-0.0498448661285729,0.000782613635875493,0,-2.02100054171118,0
0,0,0,0.290677998508023,-0.036622398113992,0.0268047733294179,0,0,0,-75.0155150119534,961.4415585188,38.992618568724,0.058778797125664,-0.0492033480234182,0.000867084550883334,0,-1.81981574384792,0
0,0,0,0.290297280681427,-0.0389437509624506,0.0282074058546336,0,0,0,-118.136558715637,1060.77620102807,43.5320021291895,0.0738899563217031,-0.0481982567657859,0.000841856047260504,0,-1.11832860250201,0
0,0,0,0.289130823914918,-0.0413233806619214,0.0295114620582146,0,0,0,-149.111503881713,1168.07633546524,49.6824918140765,0.0861585049475226,-0.0470792184024438,0.00050634495213045,0,-0.332246329994437,0
0,0,0,0.287564259349259,-0.0436639218164138,0.0307324175220135,0,0,0,-169.830545804186,1279.2405413913,55.3932557771951,0.0968803178133699,-0.0459470252053915,3.87541976770164e-05,0,0.191451124091957,0
0,0,0,0.285503026822154,-0.0459353610362301,0.0318406911112179,0,0,0,-176.639898945511,1395.12401624882,60.1796548886018,0.105659860788009,-0.0448121240615933,-0.00058430056652025,0,0.298464690322424,0
0,0,0,0.282741459950613,-0.0480302762504195,0.0327669709888584,0,0,0,-165.394397818813,1505.11531195765,63.8747304522568,0.111205149585043,-0.0437576497377501,-0.00103227236580957,0,-0.102448325829598,0
0,0,0,0.279612405274033,-0.050004158122082,0.0335931417097392,0,0,0,-149.254868186341,1603.89108173975,66.3399402904313,0.116510638446193,-0.0427788888004302,-0.00134761592628518,0,-0.564879723077488,0
0,0,0,0.276009293238008,-0.0518088408717547,0.0342880508199832,0,0,0,-128.908864542635,1684.46192830577,66.9163078757013,0.122177161304728,-0.0419132129034545,-0.00147312151637148,0,-1.0123648236353,0
0,0,0,0.271805142861612,-0.0533657935551148,0.0348389180962761,0,0,0,-110.058421674117,1731.36998973201,66.5809476546491,0.128895735642539,-0.0410815822571392,-0.0013046438910489,0,-1.83213161327657,0
0,0,0,0.267274963631361,-0.0547746058383108,0.0353064207577014,0,0,0,-91.6469011412544,1759.10430485579,66.7769918623115,0.13567670829993,-0.0402237345844359,-0.0010036832804934,0,-2.21874869955035,0
0,0,0,0.262307383720771,-0.0559756126193248,0.0356586380890198,0,0,0,-73.5790962634261,1760.51357055842,68.3614614726049,0.142206745632521,-0.0393012939461026,-0.000542750929342508,0,-1.60610953146598,0
0,0,0,0.242977961733299,-0.0728829012662934,0.0310425220205537,0,0,0,-54.5061726090495,1733.23544012499,71.9190702613284,0.14850039668071,-0.038261214111117,0.000143755842006301,0,-0.400605835393003,0
0,0,0,0.209850132412678,-0.103989977631019,0.0223142089721746,0,0,0,-34.3441304381465,1690.9177402869,75.4728741497217,0.154657792485811,-0.0371470288811137,0.000958277593902499,0,0.861561983738741,0
0,0,0,0.1523265411376,-0.159728818389403,0.00666723798249058,0,0,0,-12.1908448228516,1628.67149689091,78.0094314923119,0.160622620903831,-0.0359225280972133,0.00195194019300836,0,1.95103746805808,0
0,0,0,0.127111885805628,-0.171277044840773,0.00161464120688703,0,0,0,14.3748523243679,1550.36223819405,77.712608201873,0.165331147881897,-0.0347002874937279,0.00317346968605616,0,2.51030106989496,0
0,-0,-0,0.110415739327991,-0.170424049502945,-0.000594820635158434,0,0,0,42.773461892511,1463.23141971146,75.796252585384,0.169276264220483,-0.0335316486420398,0.00450673512326084,0,2.84229743748523,0
0,-0,-0,0.093239404658521,-0.168227794838523,-0.00282882414047835,0,0,0,72.8919458933984,1364.10887817923,71.5953675601647,0.17208757982773,-0.0325043252531858,0.00597436611966739,0,2.94891327601635,0
0,0,0,0.0760220474999975,-0.164597822499999,-0.00505768000000035,0,0,0,99.0669689625036,1254.48429004498,65.789464233749,0.17475901125,-0.0316293337499999,0.00766416000000026,0,2.69664291249991,0
0,0,0,0.0589349230404761,-0.160087864973645,-0.00726260111335315,0,-0,0,121.744896923943,1139.29365521646,59.3748150215743,0.177452036656993,-0.0308497397672421,0.00949146138106269,0,2.29250120686691,0
0,0,0,0.0422957988518465,-0.15426166672435,-0.00939787353251056,0,-0,0,137.437846250435,1017.21114029796,52.6628492389347,0.180352427534122,-0.0302159316147633,0.011526311423927,0,1.77264713474616,0
0,0,0,0.0265364269591123,-0.147431119417569,-0.0113912658228926,0,0,0,145.971242183618,893.626442796377,46.2383699328661,0.182959106913168,-0.0298806909389615,0.0136866667028372,0,1.34691800343976,0
0,0,0,0.0114768912905903,-0.140042420974571,-0.0132609824216562,0,0,0,149.77941649628,770.650829042669,39.9252522022734,0.185354127790554,-0.0297751443819886,0.0159324790955597,0,0.922159082252726,0
0,0,0,-0.00220862390797617,-0.131979504415343,-0.0148689513141765,0,0,0,146.009009207394,652.029840212531,33.6253363264303,0.187372086804715,-0.0301068850723789,0.0183208927026303,0,0.36990173372881,0
0,0,0,-0.0144228401026461,-0.123762645075258,-0.0161564618908978,0,0,0,136.481423964553,542.503143091321,27.4658277728729,0.1897169490812,-0.0306220863482834,0.0210565232667609,0,-0.187484407058621,0
0,0,0,-0.0255812032969134,-0.115556993247185,-0.0172020434616938,0,0,0,123.578196148063,440.052407125799,21.4393230681449,0.192438140151993,-0.0311730749911488,0.024145484989387,0,-0.752998708443501,0
0,0,0,-0.0348668589648515,-0.107702968083718,-0.017785928884324,0,0,0,106.748632001644,351.650301476425,15.7366234541887,0.196213217472942,-0.0315261617215985,0.0281450991863357,0,-1.34505526659718,0
0,0,0,-0.0426310935971061,-0.100509250346738,-0.0179534876115564,0,0,0,89.6510949509614,273.649121003542,10.5420232388606,0.200020816913476,-0.0320199770344087,0.0327143754751015,0,-1.75936881614815,0
0,0,0,-0.0493160901678967,-0.0938531636648201,-0.0178221145478404,0,0,0,72.8655099601177,202.741350201189,5.77033744964637,0.203429411430828,-0.032689284705539,0.0326708320082567,0,-2.0692891247914,0
0,0,0,-0.054217336480369,-0.0883589485206928,-0.0171824391740216,0,0,0,58.5771821566837,142.434058507719,1.94429375668545,0.204512517835264,-0.0339473074763839,0.00520042779646476,0,-2.29228796938018,0
0,0,0,-0.0579830558401192,-0.0838177157286489,-0.0162139089860873,0,0,0,46.5115759732687,90.9547445118312,-0.847484285479439,0.207003146702011,-0.0349859272721652,-0.00766827887224047,0,-2.39765939823084,0
0,0,0,-0.0609216156308874,-0.0799878900534056,-0.0150104855477772,0,0,0,35.1608115508341,46.7005665269422,-2.72655769013665,0.210345234871055,-0.035884847460576,-0.0118358705819769,0,-2.35888870697981,0
0,0,0,-0.0625675960343613,-0.0773676953350346,-0.0134664851141898,0,0,0,19.7842231922827,18.2555547918657,-2.27333673265716,0.214029243823679,-0.0366798982349428,-0.0134131069493719,0,-1.76240018282575,0
0,0,0,-0.0635434574658379,-0.075379376575061,-0.0118216006588252,0,0,0,8.23607175779977,4.22996804639765,-1.25687766599171,0.217761016718286,-0.0374278719631761,-0.0151338373526882,0,-0.916452367266405,0
0,0,0,-0.0640044903097258,-0.0738573173412228,-0.0101145591009228,0,0,0,0,0,0,0.22152069462447,-0.0381507695463449,-0.016969084262316,0,0,0
0,0,0,-0.0636730084956949,-0.0728906612010311,-0.00844169278655735,0,0,0,0,0,0,0.225248956780414,-0.0389289065319584,-0.0190167861692718,0,0,0
-0,0,0,-0.0630637677237942,-0.07200142957255,-0.00689764914203761,0,0,0,0,0,0,0.229000251947854,-0.0397029515319426,-0.0211374642852811,0,0,0
0,0,0,-0.062240352221451,-0.0711527988114193,-0.00547378035474011,0,0,0,0,0,0,0.23277334995757,-0.0404749036985774,-0.0233108331091652,0,0,0
0,0,0,-0.0612695234191873,-0.0700492126641532,-0.00444133562416129,0,0,0,0,0,0,0.236621331906046,-0.0412611518646172,-0.0254674427207128,0,0,0
0,0,0,-0.0604120730353847,-0.0686475798681442,-0.00369689448477039,0,0,0,0,0,0,0.240579276697995,-0.0419892600383388,-0.0275612260583567,0,0,0
0,0,0,-0.0596671743002851,-0.0669773024645463,-0.00321080244153323,0,0,0,-0,-0,0,0.244638989346941,-0.0426604847544648,-0.0295966306147709,0,0,0
0,0,0,-0.0595005029595992,-0.064658311861453,-0.00331178078415835,0,0,0,-0,-0,0,0.249022929944784,-0.0430618389437356,-0.0314392826259644,0,0,0
-0.609368947285919,1.11291259306548,0.0410613359948568,-0.0598582423503746,-0.061991787539778,-0.00370693302552285,0,-0.0294304145525509,0,0,0,0,0.253657063363862,-0.0431716661904222,-0.0331769871565987,0,0,0
-1.7922627875,3.2732744875,0.120768715,-0.060709545,-0.0589981725,-0.004378955,0,-0.0865601,0,0,0,0,0.2585266725,-0.043007115,-0.0348159175,0,0,0
