Muscle,Difference (W/kg),Percent Change (%)
psoas,-0.18458039541520654,-9.60950495725818
semimem,-0.04230082423250131,-24.835768741384307
glmax2,-0.03490469818439723,-22.83113202658216
recfem,0.003370050316474263,5.036045695727612
soleus,0.004839100436078381,9.474998340584454
bfsh,0.009396634321274664,33.322845367172896
tibant,0.034476718765785175,4.6023193074477
gasmed,0.07435848799696337,151.56953884680792
vasint,0.2912058436871727,47.966462363590914
