time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
0.0,4.39713063757393,2.4699285312668704,3.4908295399129816,0.1396485801254651,0.024989151416345307,0.021029089071118074,4.121824683809898,3.815019172975752,6.198454127291836,4.080636718225064,8.458579716046211,0.0,0.0,6.943106114048515,2.5832224416786502,4.469723570302781,10.518045416999689,7.274096506908081,0.0,0.0,6.293963032299561,3.6865265297886114,4.196927487073732,6.626349567226128,7.958474790569549,5.643787431541282,17.19809659849267,18.272887377803706,0.0,0.0,11.065907001687206,7.032397670366967,6.7213474667963595,6.215044982670379,11.3940437899054,0.0,0.0
1.3877787807814457e-17,4.408826989653215,2.4631263632995632,3.4785292710525226,0.13966371229701666,0.02501976784124676,0.02101512605718773,4.11447501107239,3.812282384111726,6.200217763259601,4.086237286255655,8.334337186862,0.0,0.0,6.963101544490584,2.568118535524368,4.4497913868161865,10.500758366050231,7.275191158304226,0.0,0.0,6.31429069892891,3.679336765424816,4.182516639870191,6.631370560254221,7.962023129096697,5.634233937139262,17.18050702295373,18.262062002816602,0.0,0.0,11.063391403831917,7.018183941160732,6.730822368016336,6.2279741275879115,11.381039376517325,0.0,0.0
2.7755575615628914e-17,4.4206287585474096,2.4563667251311823,3.466327514279553,0.13967889111429085,0.025050693744739165,0.021001232725687873,4.107510590002988,3.8097350929413576,6.202647889237272,4.092600399225238,8.211564639431383,0.0,0.0,6.983311692121663,2.5531780589456856,4.430391254582636,10.483609392519025,7.276694430056352,0.0,0.0,6.334708159962925,3.672172119422636,4.168123295776873,6.6365511152181496,7.965682613402459,5.624721377937484,17.162972598047197,18.251280612960713,0.0,0.0,11.06105322045934,7.004065873849618,6.740498851407526,6.241259587351293,11.368144093978394,0.0,0.0
0.0,4.432534930334616,2.449649355934253,3.454225424135331,0.13969411515182212,0.02508192595994487,0.020987410296765832,4.100933422133851,3.807378091033425,6.205746021275231,4.099721203401515,8.090330362245858,0.0,0.0,7.003733556921731,2.538402949552314,4.411529643917902,10.466598843868574,7.278607084710975,0.0,0.0,6.355214541417327,3.6650323137773597,4.153746168677714,6.6418900391235685,7.969453241638597,5.615250617465606,17.145492905437692,18.240542743357004,0.0,0.0,11.058891806974584,6.990043816472087,6.7503758585330464,6.254899366503656,11.355358812449097,0.0,0.0
5.551115123125783e-17,4.4446490638648255,2.4428761509031203,3.441850132053936,0.13970822282158074,0.025113850665091798,0.020973909551201188,4.096222514000857,3.805131263729714,6.209565965291405,4.1036373749603845,7.970872648579949,0.0,0.0,7.024355240089496,2.5237456965472167,4.392985297572092,10.449958739492184,7.280705353493155,0.0,0.0,6.375635909223792,3.657696116109322,4.13913792207647,6.646911956517377,7.9733271454275005,5.60584719658655,17.127732434532415,18.229406873759956,0.0,0.0,11.056804484597475,6.976051909880881,6.760309132946713,6.268681953424899,11.342631508531225,0.0,0.0
0.0,4.456866574693059,2.4360535526254976,3.429307343795598,0.13972130724109305,0.025146255987424048,0.020960551059782194,4.092716516801535,3.8030963566482425,6.214146995082629,4.105497574102295,7.853235520660097,0.0,0.0,7.044829722522896,2.509017068471644,4.374843313952848,10.433796936168841,7.283177409352305,0.0,0.0,6.395997312389375,3.65022187330812,4.1242709093488035,6.6517354376867255,7.977333617691813,5.596483047183747,17.109806101914366,18.218074016292707,0.0,0.0,11.05489771195421,6.962124752577822,6.770364175868893,6.282675713470102,11.33006176177693,0.0,0.0
0.0,4.467666656623178,2.428855984259039,3.416158652064011,0.1397340213974339,0.02517984637357375,0.02094794823120457,4.088851153072452,3.8008800074740434,6.2196023175871185,4.105334159260919,7.737168702703505,0.0,0.0,7.064448930018987,2.49395330488437,4.3568983526803615,10.41844916388652,7.283995414752786,0.0,0.0,6.414664487548539,3.64240072474645,4.10914010391398,6.6566628763069655,7.981363300891913,5.587145327065097,17.09167020337825,18.206755870381723,0.0,0.0,11.052735826053466,6.948208671174249,6.780238574364029,6.2979823620429505,11.317525510923858,0.0,0.0
1.1102230246251565e-16,4.478156547035406,2.4214251773181723,3.402992925605768,0.13974652883288313,0.02521247368824778,0.020935651962548308,4.08552555683364,3.7987573743721192,6.225611999845882,4.105399834151508,7.618396514191257,0.0,0.0,7.084755310873086,2.4791034400729637,4.339256889257432,10.403129776243695,7.285002794365256,0.0,0.0,6.432883988350549,3.6344709070296335,4.094104053315108,6.6618648081829726,7.985450610481142,5.577698240633648,17.073494380061906,18.195340662098143,0.0,0.0,11.050468149504415,6.934318947639977,6.790190819479735,6.313831518769738,11.304959659793791,0.0,0.0
1.1102230246251565e-16,4.488376901239645,2.4138278245301064,3.389714095558018,0.13975916358791934,0.025245203703612516,0.02092359919109205,4.08260395913941,3.7966890601449084,6.232132458053428,4.105378749423447,7.497792027520754,0.0,0.0,7.105574781910631,2.4646028058115355,4.321769075277377,10.387878393797568,7.286124842569612,0.0,0.0,6.450696191740592,3.62638172904572,4.079006141363324,6.6672760164751335,7.989602926741995,5.568207101669294,17.05524285476873,18.183835936677657,0.0,0.0,11.048244102408505,6.9204657139445755,6.800374272667745,6.330235445430834,11.292337939294207,0.0,0.0
0.0,4.498401821252966,2.40595172783302,3.3763601356261845,0.1397718954681266,0.025277369117003366,0.02091181791841191,4.080432145387861,3.794595189546841,6.23904885850345,4.105075805406745,7.375374010536668,0.0,0.0,7.127367320142856,2.450329559026737,4.304461897357139,10.372363126063377,7.28730136572031,0.0,0.0,6.46820370347053,3.6180792278844476,4.063834968351037,6.672971902047005,7.993932263825958,5.558534160804166,17.036662828952327,18.171596635604732,0.0,0.0,11.045868989308984,6.906465649523028,6.810893224932177,6.34687759501621,11.279798281310438,0.0,0.0
