pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
3.61459193034732,1.71794936097327,3.0181191387095,0.11302898505793,0.00651612229957526,0.028743116049256,2.98041777875677,1.78620047914238,4.39878404331703,1.48217751353939,0.025868879454337,4.36132726028914,0,0,3.32356140220374,2.58652871413976,3.58473898243846,6.20201079360313,0.108245511443411,7.10515726495477,0,0,3.97431332756954,1.82371851403977,5.86247732231277,5.56386204633875,5.10183889471115,3.00739722609373,5.79569305346776,1.62825975635655,0,0,5.2439663132809,4.22529396487122,3.54469722072462,2.3239765586416,1.40344043871017,0,0
3.76381099105722,1.70965833971317,3.0892823955864,0.113263765930183,0.00592976050285793,0.0286090629061798,3.11224804197373,1.75223111365527,4.38985658936936,1.81494365903931,0.0316767412211798,3.94727190053692,0,0,3.27444806578556,2.54446525678059,3.40568164899312,6.90210822108402,0.120464515288751,7.16650803878705,0,0,4.12360545294613,1.83015415370557,6.00125985373377,5.69823342534374,5.22294156208588,2.9774996574457,5.81900245769537,1.64854640492516,0,0,4.90079441821417,4.27036550774319,4.06362048210302,2.4223022144736,1.37307589486687,0,0
3.88846403973205,1.72770669810699,3.17303611045375,0.113540727000494,0.0053352695893274,0.0284540756926724,3.19700670109276,1.78340047732015,4.34412382223932,2.18993175237863,0.038221517021741,3.47428967908401,0,0,3.18392812041263,2.48983443933743,3.25590870741473,7.64757331939769,0.133475334850221,7.27834171383253,0,0,4.26786377055836,1.87744299339762,6.13114644986078,5.86886841853845,5.29155550934593,3.01276556975052,5.84590216562258,1.66989493557751,0,0,4.55221535688278,4.26296919983847,4.55004706333479,2.66155294757647,1.3497781565444,0,0
3.988264372507,1.77917259764405,3.27279499368755,0.113819381785068,0.00482772381770533,0.0282727730716655,3.25758143186532,1.87857235113168,4.21203138435117,2.53616814666039,0.044264482571283,2.97628402814781,0,0,3.07280059963338,2.44417149585901,3.16871175339293,8.42132924156402,0.146979922984581,7.46115278591926,0,0,4.40012264111145,1.96886186617159,6.25153409055071,6.08482305848055,5.3014618343942,3.15775347495337,5.88197083163064,1.6971723553208,0,0,4.23196169885978,4.18431555883011,5.07869990246079,3.01943438435334,1.3366354972984,0,0
4.1178786941687,1.79518889552567,3.41600877135304,0.114138679930277,0.00437530329874684,0.0281632308228204,3.36923683674547,2.00533018472366,4.08464635358623,2.93135870119079,0.0511618610989778,2.44919229592398,0,0,3.07084547816266,2.29233482656727,3.21641194038818,9.16156239204815,0.159899427540153,7.53703200575893,0,0,4.5061711536163,2.02215708120746,6.39121910869833,6.26164652906037,5.35926999261082,3.22301730522822,5.94870593430299,1.71192853971705,0,0,3.98461156856391,4.12252885343689,5.37203663046949,3.20315011902217,1.29117221252103,0,0
4.18968336213118,1.79196295772429,3.55426666257024,0.114526993177377,0.00408435470572939,0.0280843867327929,3.41650930334684,2.0893369688422,3.90639972510674,3.35908826469499,0.0586271520657414,2.01346805073947,0,0,2.9946146315143,2.13001582571439,3.31555449132831,9.8909390607259,0.172629451615334,7.5950708485604,0,0,4.58504204552862,2.05064986389404,6.53982842530817,6.42417843649119,5.39773018181036,3.3210487482741,6.0204656502853,1.72542243984695,0,0,3.7534164661094,4.0750525704231,5.64664991629147,3.45737027424,1.25155532716819,0,0
4.23844947278341,1.77806529279138,3.70068331347897,0.114851899811125,0.00402374363903184,0.02797260602388,3.45338418889657,2.17064127600939,3.59582304132259,3.72448568739836,0.0650045410340166,1.85611502492284,0,0,2.93868222109874,1.97173840574924,3.44559967845746,10.5869606313839,0.184777321311616,7.74290120986366,0,0,4.65233090319668,2.05634941911323,6.69923859181208,6.58545207284154,5.42981800763112,3.54407507696124,6.09820977476445,1.74119716619151,0,0,3.55640784787928,4.05131463336796,5.94823916676482,3.71048695301152,1.24155910071669,0,0
4.33300165256336,1.88889980855301,3.76988601369687,0.115226361617262,0.00377834326632226,0.0276531646415971,3.52285459959726,2.25427411810591,3.30443693342614,4.07499572161464,0.0711220946605901,1.5097670450461,0,0,2.82381239442874,1.93828687925278,3.62547503943335,11.2491229450094,0.196334232869011,7.51622726557488,0,0,4.78515877573988,2.21698546031931,6.77803143155884,6.71451820092898,5.40101829302225,3.60644044024437,6.30850321275054,1.7258855675384,0,0,3.39598507668887,3.96658038857286,6.38714957333506,4.00998740589556,1.24314791714544,0,0
4.40641101195315,1.90903451077889,3.84569469994938,0.115655928975322,0.0040635986978066,0.0274331097662368,3.59632870178395,2.31281460292371,2.99964168429591,4.39255821192629,0.0766646056812294,1.78646823390258,0,0,2.80788856258593,1.92627702427511,3.84539525209177,11.8594287544896,0.206986077341279,7.31256330745067,0,0,4.84998223952726,2.30841109486697,6.8259170328059,6.8488205945463,5.35122380605018,3.66817781803217,6.47909476855015,1.71898956680373,0,0,3.27774604407171,3.90775401939847,6.677792122708,4.41947871132839,1.20539600555328,0,0
4.32141831842993,1.86057494253244,3.9351523782928,0.116049597734724,0.00438443438508914,0.027326904929268,3.38011896039361,2.35055686151169,2.64850605701066,4.68520823126528,0.081772311564903,2.45321799194017,0,0,2.78059496401488,1.91681084260498,3.99294524229119,12.4855352537583,0.217913694896619,7.27727844416072,0,0,4.78130181091156,2.27384336003285,6.86825279843339,7.01466983922197,5.37066310981796,4.16785274494963,6.63402430978486,1.79094801189217,0,0,3.16333727227491,3.92332196303384,6.82018754542092,4.88584716440417,1.23156919368783,0,0
