time,ground_force_vy,ground_force_vx
0.0,0.5534078711223409,-0.08179819537855222
0.1001001001001001,0.5793376323623539,-0.0841014986717763
0.2002002002002002,0.605655290494493,-0.08640035722005582
0.3003003003003003,0.6325299972210833,-0.08869748635962961
0.4004004004004004,0.660100963305712,-0.09098721787862168
0.5005005005005005,0.688017884743406,-0.09328106752282184
0.6006006006006006,0.7164986788001867,-0.09555968472010123
0.7007007007007007,0.7454180857643372,-0.09784363995081156
0.8008008008008008,0.7746562538975023,-0.10013231454128675
0.9009009009009009,0.8043139843286058,-0.10240050599206589
1.001001001001001,0.8342309815276543,-0.10469869630622024
1.1011011011011012,0.8643728036980269,-0.10697975873659256
1.2012012012012012,0.8947562678704255,-0.10927089692489533
1.3013013013013013,0.9252406953732946,-0.1115999639898497
1.4014014014014013,0.9558187030844646,-0.1139006391730643
1.5015015015015014,0.9864273982383605,-0.11625564977386538
1.6016016016016017,1.016991411004474,-0.11862158745355122
1.7017017017017018,1.0474940990937027,-0.12100054725642835
1.8018018018018018,1.0778269493327024,-0.12344689058622815
1.901901901901902,1.107968618532685,-0.12589301514912948
2.002002002002002,1.1378515174434423,-0.12840240371077713
2.1021021021021022,1.167416859868113,-0.13096200392752494
2.2022022022022023,1.1966155850895541,-0.13355565959810373
2.3023023023023024,1.2254035015812346,-0.1362262640643466
2.4024024024024024,1.2537125530340638,-0.13894287675805184
2.5025025025025025,1.2815007577016753,-0.14173560089092377
2.6026026026026026,1.3087524016207759,-0.14459956842295266
2.7027027027027026,1.3353728692096918,-0.14753060450344604
2.8028028028028027,1.361376638015775,-0.1505484713692822
2.9029029029029028,1.3867003622793055,-0.1536446030272808
3.003003003003003,1.4113264657373787,-0.1568229168815441
3.103103103103103,1.4352263915803505,-0.16009223207750448
3.2032032032032034,1.4583670723210398,-0.16344688934167068
3.3033033033033035,1.4807553635940678,-0.16688848142374585
3.4034034034034035,1.5023572313302282,-0.17042453701904195
3.5035035035035036,1.5231926178758326,-0.17404401246959733
3.6036036036036037,1.5432334719908034,-0.17774971674403478
3.7037037037037037,1.5624704882321365,-0.18154474848293436
3.803803803803804,1.5809735552990158,-0.1854171859224955
3.903903903903904,1.5986794767588974,-0.18936947145566166
4.004004004004004,1.6156269153594944,-0.19340027101177282
4.104104104104104,1.6318722837476813,-0.19749373531313832
4.2042042042042045,1.6473809341493695,-0.2016497602566576
4.3043043043043046,1.6622183448358734,-0.20587047691444704
4.404404404404405,1.6764163468532522,-0.21013498123332203
4.504504504504505,1.6899646558896628,-0.21444576379183938
4.604604604604605,1.7029548844146838,-0.2187889728762798
4.704704704704705,1.7153852458450174,-0.2231601943895504
4.804804804804805,1.72731232303618,-0.2275450641187747
4.904904904904905,1.738779550570491,-0.23194360864395533
5.005005005005005,1.749811522016823,-0.23634169549721434
5.105105105105105,1.7604686310162312,-0.2407227745524197
5.205205205205205,1.770787019134471,-0.24509093491092065
5.305305305305305,1.7808150692899294,-0.2494252370802493
5.405405405405405,1.7905830458105811,-0.2537217435455922
5.505505505505505,1.8001478643458253,-0.2579669162598366
5.605605605605605,1.8095457160960016,-0.2621584816598063
5.7057057057057055,1.8188206593598935,-0.2662741343431206
5.8058058058058055,1.8279929105515684,-0.2703077756661589
5.905905905905906,1.837110827652814,-0.2742678674835263
6.006006006006006,1.84622979680745,-0.2781119284308389
6.106106106106106,1.8553481043771165,-0.281855044794025
6.206206206206206,1.8645084672666503,-0.2854909746317771
6.306306306306306,1.8737573748171843,-0.288980774200409
6.406406406406407,1.8830830012122466,-0.29235289516723434
6.506506506506507,1.8925371498830337,-0.2955777902255604
6.606606606606607,1.9021401806451634,-0.2986400585862946
6.706706706706707,1.9118834077439442,-0.30155612601467985
6.806806806806807,1.921809751350662,-0.30429576556767163
6.906906906906907,1.9319180502594804,-0.30685884994739315
7.007007007007007,1.9422144445163778,-0.3092481926721778
7.107107107107107,1.952721882646145,-0.3114376953867974
7.207207207207207,1.9634224382844843,-0.3134351365497907
7.307307307307307,1.9743319737259597,-0.31523953797857224
7.407407407407407,1.9854560205048473,-0.3168225842766983
7.507507507507509,1.9967805770977596,-0.31820425219834897
7.607607607607608,2.008299744692139,-0.31938114622260627
7.707707707707709,2.0200183171514086,-0.3203180050826362
7.807807807807808,2.0319290080900614,-0.32105690953091076
7.9079079079079095,2.044001399117886,-0.321569466106927
8.008008008008009,2.056252465374012,-0.3218524506731813
8.108108108108109,2.068664250181567,-0.32193008661633377
8.208208208208209,2.081194614200388,-0.3217710371254806
8.308308308308309,2.0938700749948924,-0.32140974868989075
8.408408408408409,2.106648795114405,-0.3208292359121234
8.508508508508509,2.119514961656672,-0.3200284706554008
8.608608608608609,2.1324705592608444,-0.31903283073572364
8.70870870870871,2.145468468705654,-0.317824072724011
8.80880880880881,2.1585182710926705,-0.31642909187660584
8.90890890890891,2.171582309902584,-0.3148363948388452
9.00900900900901,2.1846493564133844,-0.31305707792798587
9.10910910910911,2.1977009937492853,-0.31110724010120344
9.20920920920921,2.2107048010756034,-0.30897798435337737
9.30930930930931,2.223664567679007,-0.3066893769058826
9.40940940940941,2.2365397688846316,-0.30424396434421674
9.50950950950951,2.249320756549488,-0.3016503657584823
9.60960960960961,2.2619926034314473,-0.2989123564918699
9.70970970970971,2.2745207959989764,-0.2960378695581349
9.80980980980981,2.2869021958242315,-0.29303786253096964
9.90990990990991,2.299122452775529,-0.2899123183734213
10.01001001001001,2.311147637553599,-0.286675009750594
10.11011011011011,2.322982536599573,-0.28333108529604245
10.21021021021021,2.334595036133371,-0.2798783865859708
10.31031031031031,2.345970704825477,-0.2763316857387006
10.41041041041041,2.357120641424239,-0.27269213213324217
10.51051051051051,2.367993241181152,-0.26896029374833663
10.61061061061061,2.378614019200056,-0.26515745726266166
10.710710710710712,2.3889500025934582,-0.2612652265818387
10.81081081081081,2.398982887964803,-0.25730012723593376
10.910910910910912,2.40875530101147,-0.2532750841043289
11.01101101101101,2.418178654710438,-0.24916659180230946
11.111111111111112,2.4273052534856934,-0.2450061854411758
11.21121121121121,2.436134999994791,-0.24078727042589715
11.311311311311313,2.444597784575181,-0.2365020175958426
11.411411411411411,2.4527622625708596,-0.2321726634055376
11.511511511511513,2.4605902900881245,-0.22778817125558995
11.611611611611611,2.468061223690124,-0.22335530214558402
11.711711711711713,2.4752163998107664,-0.21888269929678916
11.811811811811811,2.4820267469476,-0.21436300983610188
11.911911911911913,2.488483244498118,-0.20980566811635964
12.012012012012011,2.4946141405843703,-0.20521317381801424
12.112112112112113,2.500393251695071,-0.2005830539150411
12.212212212212211,2.5058353720668998,-0.19592500765390403
12.312312312312313,2.5109453521784464,-0.19123769337841562
12.412412412412412,2.5157100691379988,-0.1865199466694926
12.512512512512513,2.5201349588450577,-0.18178109508425982
12.612612612612612,2.524232970549723,-0.17701781465059635
12.712712712712714,2.5280056074130512,-0.17223373930690053
12.812812812812814,2.5314348483933666,-0.16743490842204709
12.912912912912912,2.5345586351960665,-0.16261462387813416
13.013013013013014,2.5373502050034893,-0.15778078224854858
13.113113113113112,2.5398201309693045,-0.15293601378537727
13.213213213213214,2.542000458943833,-0.14807562796541074
13.313313313313312,2.543842723661479,-0.14320825133421242
13.413413413413414,2.545393513817756,-0.1383317055638669
13.513513513513512,2.54664841893507,-0.13344454760638313
13.613613613613614,2.547593105282428,-0.12855357436136527
13.713713713713712,2.5482546676543185,-0.12365746630125878
13.813813813813814,2.5486231327556084,-0.11875574956377233
